==8039== NVPROF is profiling process 8039, command: ./2mm.exe
==8039== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==8039== Profiling application: ./2mm.exe
==8039== Profiling result:
==8039== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
          1             l2_subp1_read_tex_hit_sectors    81183744    81183744    81183744    81183744
          1            l2_subp0_write_tex_hit_sectors    67174400    67174400    67174400    67174400
          1            l2_subp1_write_tex_hit_sectors    67174400    67174400    67174400    67174400
          1        l2_subp0_total_read_sector_queries    84174581    84174581    84174581    84174581
          1        l2_subp1_total_read_sector_queries    84174552    84174552    84174552    84174552
          1       l2_subp0_total_write_sector_queries    67174402    67174402    67174402    67174402
          1       l2_subp1_total_write_sector_queries    67174404    67174404    67174404    67174404
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           5           5           5           5
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1                         elapsed_cycles_sm   240576271   240576271   240576271   240576271
          1                             gld_inst_8bit           0           0           0           0
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit  2148532224  2148532224  2148532224  2148532224
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit           0           0           0           0
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit  1074790400  1074790400  1074790400  1074790400
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                            warps_launched       32768       32768       32768       32768
          1                              inst_issued0   740916456   740916456   740916456   740916456
          1                              inst_issued1   194257770   194257770   194257770   194257770
          1                              inst_issued2    16810085    16810085    16810085    16810085
          1                             inst_executed   227868672   227868672   227868672   227868672
          1                      thread_inst_executed  7291797504  7291797504  7291797504  7291797504
          1   not_predicated_off_thread_inst_executed  7287603200  7287603200  7287603200  7287603200
          1                               local_store           0           0           0           0
          1                                local_load           0           0           0           0
          1                               shared_load           0           0           0           0
          1                              shared_store           0           0           0           0
          1                           shared_atom_cas           0           0           0           0
          1                               shared_atom           0           0           0           0
          1                           global_atom_cas           0           0           0           0
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                               global_load    67141632    67141632    67141632    67141632
          1                              global_store    33587200    33587200    33587200    33587200
          1                          divergent_branch           0           0           0           0
          1                                    branch     8552448     8552448     8552448     8552448
          1                             active_cycles   237995458   237995458   237995458   237995458
          1                              active_warps  1.5124e+10  1.5124e+10  1.5124e+10  1.5124e+10
          1                               active_ctas  1895586040  1895586040  1895586040  1895586040
          1                           sm_cta_launched        4096        4096        4096        4096
          1                   shared_ld_bank_conflict           0           0           0           0
          1                   shared_st_bank_conflict           0           0           0           0
          1                    shared_ld_transactions           0           0           0           0
          1                    shared_st_transactions           0           0           0           0

==8039== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "Quadro M4000 (0)"
    Kernel: mm2_kernel1(int, int, int, int, float, float, float*, float*, float*)
          1                             sm_efficiency                                               Multiprocessor Activity      99.16%      99.16%      99.16%
          1                        achieved_occupancy                                                    Achieved Occupancy    0.994062    0.994062    0.994062
          1                                       ipc                                                          Executed IPC    1.134113    1.134113    1.134113
          1                                issued_ipc                                                            Issued IPC    1.130997    1.130997    1.130997
          1                             inst_per_warp                                                 Instructions per warp  8.2330e+03  8.2330e+03  8.2330e+03
          1                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      99.95%      99.95%      99.95%
          1                      inst_replay_overhead                                           Instruction Replay Overhead    0.000039    0.000039    0.000039
          1                    issue_slot_utilization                                                Issue Slot Utilization      28.27%      28.27%      28.27%
          1      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gst_transactions_per_request                                 Global Store Transactions Per Request    4.000000    4.000000    4.000000
          1                 shared_store_transactions                                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                                               Local Load Transactions           0           0           0
          1                  local_store_transactions                                              Local Store Transactions           0           0           0
          1                          gst_transactions                                             Global Store Transactions   134348800   134348800   134348800
          1                    dram_read_transactions                                       Device Memory Read Transactions     5806269     5806269     5806269
          1                   dram_write_transactions                                      Device Memory Write Transactions      157782      157782      157782
          1                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
          1                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                                      Requested Global Load Throughput  166.75GB/s  166.75GB/s  166.75GB/s
          1                  gst_requested_throughput                                     Requested Global Store Throughput  161.85GB/s  161.85GB/s  161.85GB/s
          1                            gld_throughput                                                Global Load Throughput  202.12GB/s  202.12GB/s  202.12GB/s
          1                            gst_throughput                                               Global Store Throughput  161.85GB/s  161.85GB/s  161.85GB/s
          1                      dram_read_throughput                                         Device Memory Read Throughput  6.9949GB/s  6.9949GB/s  6.9949GB/s
          1                     dram_write_throughput                                        Device Memory Write Throughput  194.64MB/s  194.64MB/s  194.64MB/s
          1                      tex_cache_throughput                                              Unified Cache Throughput  323.39GB/s  323.39GB/s  323.39GB/s
          1                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                                         Global Memory Load Efficiency      82.50%      82.50%      82.50%
          1                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
          1                    tex_cache_transactions                                            Unified Cache Transactions   268435456   268435456   268435456
          1                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                                     Texture Function Unit Utilization    High (9)    High (9)    High (9)
          1                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp                           Floating Point Operations(Single Precision)  3221225472  3221225472  3221225472
          1                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)  1073741824  1073741824  1073741824
          1                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)  1073741824  1073741824  1073741824
          1                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                                 Instructions Executed   269778944   269778944   269778944
          1                               inst_issued                                                   Instructions Issued   269789490   269789490   269789490
          1                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1                           tex_utilization                                             Unified Cache Utilization     Mid (6)     Mid (6)     Mid (6)
          1                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                                inst_fp_32                                               FP Instructions(Single)  2147483648  2147483648  2147483648
          1                                inst_fp_64                                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                                  Integer Instructions  2174746624  2174746624  2174746624
          1                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
          1                              inst_control                                             Control-Flow Instructions   269484032   269484032   269484032
          1                        inst_compute_ld_st                                               Load/Store Instructions  3222274048  3222274048  3222274048
          1                                 inst_misc                                                     Misc Instructions   814743552   814743552   814743552
          1           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                                           Issue Slots   269756722   269756722   269756722
          1                                 cf_issued                                      Issued Control-Flow Instructions     8552448     8552448     8552448
          1                               cf_executed                                    Executed Control-Flow Instructions     8552448     8552448     8552448
          1                               ldst_issued                                        Issued Load/Store Instructions   402915328   402915328   402915328
          1                             ldst_executed                                      Executed Load/Store Instructions   100827136   100827136   100827136
          1                       atomic_transactions                                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                inst_executed_global_loads                              Warp level instructions for global loads    67108864    67108864    67108864
          1                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
          1                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
          1               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                             Warp level instructions for global stores    33587200    33587200    33587200
          1                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
          1               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
          1              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          1                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads  5368709120  5368709120  5368709120
          1                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
          1                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          1                           dram_read_bytes                                Total bytes read from DRAM to L2 cache   185800608   185800608   185800608
          1                          dram_write_bytes                             Total bytes written from L2 cache to DRAM     5049024     5049024     5049024
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.  4299161600  4299161600  4299161600
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
          1                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          1                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          1             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          1                      global_load_requests              Total number of global load requests from Multiprocessor   268435456   268435456   268435456
          1                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
          1                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          1                     global_store_requests             Total number of global store requests from Multiprocessor   134348800   134348800   134348800
          1                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
          1                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          1                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
          1                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          1                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
          1                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
          1                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
          1                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)       0.84%       0.84%       0.84%
          1                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       4.09%       4.09%       4.09%
          1                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      93.27%      93.27%      93.27%
          1                             stall_texture                                         Issue Stall Reasons (Texture)       0.29%       0.29%       0.29%
          1                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                               stall_other                                           Issue Stall Reasons (Other)       1.22%       1.22%       1.22%
          1          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.01%       0.01%       0.01%
          1                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
          1                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       0.28%       0.28%       0.28%
          1                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
          1                      l2_read_transactions                                                  L2 Read Transactions   168039881   168039881   168039881
          1                     l2_write_transactions                                                 L2 Write Transactions   134348806   134348806   134348806
          1                          ecc_transactions                                                      ECC Transactions           0           0           0
          1                     local_memory_overhead                                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                        tex_cache_hit_rate                                                Unified Cache Hit Rate      55.00%      55.00%      55.00%
          1                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)      96.78%      96.78%      96.78%
          1                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)      99.90%      99.90%      99.90%
          1                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  202.12GB/s  202.12GB/s  202.12GB/s
          1                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  161.85GB/s  161.85GB/s  161.85GB/s
          1                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)   167772160   167772160   167772160
          1                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)   134348800   134348800   134348800
          1                        l2_read_throughput                                                 L2 Throughput (Reads)  202.44GB/s  202.44GB/s  202.44GB/s
          1                       l2_write_throughput                                                L2 Throughput (Writes)  161.85GB/s  161.85GB/s  161.85GB/s
          1                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                                        System Memory Write Throughput  6.3154KB/s  6.3154KB/s  6.3145KB/s
          1                            l2_utilization                                                  L2 Cache Utilization     Mid (6)     Mid (6)     Mid (6)
          1                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
          1                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
          1                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
          1               pcie_total_data_transmitted                                           PCIe Total Data Transmitted         512         512         512
          1                  pcie_total_data_received                                              PCIe Total Data Received           0           0           0
          1                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
          1                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
          1                           l2_tex_hit_rate                                                     L2 Cache Hit Rate      98.17%      98.17%      98.17%
          1                          gld_transactions                                              Global Load Transactions  1073741826  1073741826  1073741826
          1              gld_transactions_per_request                                  Global Load Transactions Per Request   16.000000   16.000000   16.000000
          1                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    1.300943    1.300943    1.300943
          1                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       5.22%       5.22%       5.22%
          1                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: mm2_kernel2(int, int, int, int, float, float, float*, float*, float*)
          1                             sm_efficiency                                               Multiprocessor Activity      98.84%      98.84%      98.84%
          1                        achieved_occupancy                                                    Achieved Occupancy    0.992897    0.992897    0.992897
          1                                       ipc                                                          Executed IPC    0.958034    0.958034    0.958034
          1                                issued_ipc                                                            Issued IPC    0.958436    0.958436    0.958436
          1                             inst_per_warp                                                 Instructions per warp  6.9540e+03  6.9540e+03  6.9540e+03
          1                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      99.94%      99.94%      99.94%
          1                      inst_replay_overhead                                           Instruction Replay Overhead    0.000040    0.000040    0.000040
          1                    issue_slot_utilization                                                Issue Slot Utilization      22.19%      22.19%      22.19%
          1      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gst_transactions_per_request                                 Global Store Transactions Per Request    4.000000    4.000000    4.000000
          1                 shared_store_transactions                                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                                               Local Load Transactions           0           0           0
          1                  local_store_transactions                                              Local Store Transactions           0           0           0
          1                          gst_transactions                                             Global Store Transactions   134348800   134348800   134348800
          1                    dram_read_transactions                                       Device Memory Read Transactions     6071051     6071051     6071051
          1                   dram_write_transactions                                      Device Memory Write Transactions      157934      157934      157934
          1                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
          1                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                                      Requested Global Load Throughput  166.88GB/s  166.88GB/s  166.88GB/s
          1                  gst_requested_throughput                                     Requested Global Store Throughput  161.83GB/s  161.83GB/s  161.83GB/s
          1                            gld_throughput                                                Global Load Throughput  202.24GB/s  202.24GB/s  202.24GB/s
          1                            gst_throughput                                               Global Store Throughput  161.83GB/s  161.83GB/s  161.83GB/s
          1                      dram_read_throughput                                         Device Memory Read Throughput  7.3127GB/s  7.3127GB/s  7.3127GB/s
          1                     dram_write_throughput                                        Device Memory Write Throughput  194.80MB/s  194.80MB/s  194.80MB/s
          1                      tex_cache_throughput                                              Unified Cache Throughput  323.49GB/s  323.49GB/s  323.49GB/s
          1                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                                         Global Memory Load Efficiency      82.51%      82.51%      82.51%
          1                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
          1                    tex_cache_transactions                                            Unified Cache Transactions   268566528   268566528   268566528
          1                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                                     Texture Function Unit Utilization    High (9)    High (9)    High (9)
          1                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp                           Floating Point Operations(Single Precision)  2148532224  2148532224  2148532224
          1                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)  1073741824  1073741824  1073741824
          1                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)     1048576     1048576     1048576
          1                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
          1                             inst_executed                                                 Instructions Executed   227868672   227868672   227868672
          1                               inst_issued                                                   Instructions Issued   227877835   227877835   227877835
          1                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1                           tex_utilization                                             Unified Cache Utilization     Mid (6)     Mid (6)     Mid (6)
          1                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                                inst_fp_32                                               FP Instructions(Single)  1074790400  1074790400  1074790400
          1                                inst_fp_64                                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                                  Integer Instructions  2174746624  2174746624  2174746624
          1                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
          1                              inst_control                                             Control-Flow Instructions   269484032   269484032   269484032
          1                        inst_compute_ld_st                                               Load/Store Instructions  3223322624  3223322624  3223322624
          1                                 inst_misc                                                     Misc Instructions   545259520   545259520   545259520
          1           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
